UID,Machine Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type,Timestamp
M21318,x1,300.6,310.0,1302.0,62.9,87,0,No Failure,2002-08-27 02:00:00
M21319,x1,300.6,310.0,1397.0,55.2,90,0,No Failure,2002-08-27 03:00:00
L53640,x_1,300.6,310.0,1313.0,52.9,93,0,No Failure,2002-08-27 04:00:00
L53641,x_1,300.6,310.0,1505.0,35.9,95,0,No Failure,2002-08-27 05:00:00
H35876,X1,300.6,310.0,1483.0,44.0,97,0,No Failure,2002-08-27 06:00:00
H35877,X1,300.5,310.0,1358.0,60.4,102,0,No Failure,2002-08-27 07:00:00
M21324,x1,300.5,309.9,1735.0,27.0,107,0,No Failure,2002-08-27 08:00:00
M21325,x1,300.5,309.8,1416.0,48.5,110,0,No Failure,2002-08-27 09:00:00
L53646,x_1,300.4,309.7,1740.0,110.9,113,0,No Failure,2002-08-27 10:00:00
L53647,x_1,300.4,309.7,1692.0,27.4,115,0,Error,2002-08-27 11:00:00
L53648,x_1,300.5,309.8,1507.0,42.5,117,0,No Failure,2002-08-27 12:00:00
M21329,x1,300.4,309.6,1521.0,35.0,119,0,No Failure,2002-08-27 13:00:00
L53650,x_1,300.4,309.6,1379.0,54.5,122,0,No Failure,2002-08-27 14:00:00
L53651,x_1,300.4,309.6,1523.0,38.5,124,0,No Failure,2002-08-27 15:00:00
H35886,X1,300.4,309.6,1571.0,33.6,126,0,No Failure,2002-08-27 16:00:00
H35887,X1,300.4,309.5,1547.0,50.7,131,0,No Failure,2002-08-27 17:00:00
M21334,x1,300.5,309.7,1347.0,54.3,136,0,No Failure,2002-08-27 18:00:00
L53655,x_1,300.5,309.7,1560.0,30.2,139,0,No Failure,2002-08-27 19:00:00
L53656,x_1,300.5,309.7,1384.0,48.6,141,0,No Failure,2002-08-27 20:00:00
L53657,x_1,300.5,309.7,1841.0,24.6,143,0,No Failure,2002-08-27 21:00:00
L53658,x_1,300.5,309.8,1663.0,29.1,145,1,No Failure,2002-08-27 22:00:00
L53659,x_1,300.6,309.8,1418.0,42.7,147,0,No Failure,2002-08-27 23:00:00
L53660,x_1,300.7,309.9,1775.0,26.6,149,0,No Failure,2002-08-28 00:00:00
L53661,x_1,300.7,309.8,1406.0,48.4,151,0,No Failure,2002-08-28 01:00:00
L53662,x_1,300.6,309.9,1480.0,43.7,153,0,No Failure,2002-08-28 02:00:00
L53663,x_1,300.7,309.9,1412.0,45.3,155,0,No Failure,2002-08-28 03:00:00
H35898,X1,300.6,309.8,1913.0,22.5,157,0,No Failure,2002-08-28 04:00:00
L53665,x_1,300.6,309.8,,37.6,162,0,No Failure,2002-08-28 05:00:00
L53666,x_1,300.5,309.8,1939.0,21.4,164,0,No Failure,2002-08-28 06:00:00
H35901,X1,300.6,309.8,1541.0,36.2,166,0,No Failure,2002-08-28 07:00:00
L53668,x_1,300.7,309.8,1330.0,54.4,171,0,No Failure,2002-08-28 08:00:00
M21349,x1,300.7,309.8,1490.0,38.8,173,0,No Failure,2002-08-28 09:00:00
L53670,x_1,300.7,309.9,1383.0,44.5,176,0,No Failure,2002-08-28 10:00:00
L53671,x_1,300.8,310.0,1468.0,52.7,178,0,No Failure,2002-08-28 11:00:00
M21352,x1,300.8,309.9,1444.0,46.0,180,0,No Failure,2002-08-28 12:00:00
L53673,x_1,300.7,309.8,1363.0,132.9,183,0,No Failure,2002-08-28 13:00:00
L53674,x_1,300.6,309.7,1617.0,33.2,185,0,No Failure,2002-08-28 14:00:00
M21355,x1,300.6,309.8,1694.0,31.1,187,0,No Failure,2002-08-28 15:00:00
L53676,x_1,300.7,309.9,1815.0,27.0,190,0,No Failure,2002-08-28 16:00:00
L53677,x_1,268.8,309.9,1312.0,65.3,192,1,Overstrain Failure,2002-08-28 17:00:00
H35912,X1,300.8,309.9,2041.0,19.2,194,0,No Failure,2002-08-28 18:00:00
L53679,x_1,300.9,310.0,1671.0,26.8,199,0,No Failure,2002-08-28 19:00:00
M21360,x1,300.9,310.0,1416.0,46.6,201,0,No Failure,2002-08-28 20:00:00
M21361,x1,300.9,310.0,1600.0,36.0,204,0,No Failure,2002-08-28 21:00:00
L53682,X2,300.9,310.0,2595.0,13.7,207,0,No Failure,2012-08-28 22:00:00
M21363,x1,300.9,309.9,1465.0,122.7,209,0,No Failure,2002-08-28 23:00:00
M21364,x1,301.0,310.1,1681.0,27.4,212,0,No Failure,2002-08-29 00:00:00
L53685,x_1,301.1,310.1,1457.0,39.6,215,0,No Failure,2002-08-29 01:00:00
H35920,X2,301.0,310.1,1454.0,44.1,217,0,No Failure,2012-08-29 02:00:00
L53687,x_1,301.0,310.1,1558.0,32.6,0,0,No Failure,2002-08-29 03:00:00
H35922,X1,301.0,310.1,1756.0,30.7,2,0,No Failure,2002-08-29 04:00:00
L53689,x_1,301.1,310.1,1564.0,36.8,7,0,No Failure,2002-08-29 05:00:00
L53690,x_1,301.1,310.2,1455.0,55.3,9,0,No Failure,2002-08-29 06:00:00
M21371,x1,301.2,310.1,2280.0,15.7,11,0,No Failure,2002-08-29 07:00:00
M21372,x1,301.1,310.0,1433.0,48.1,14,0,No Failure,2002-08-29 08:00:00
L53693,x_1,301.1,310.0,1513.0,38.0,17,0,No Failure,2002-08-29 09:00:00
L53694,x_1,301.0,309.9,1507.0,41.8,19,0,No Failure,2002-08-29 10:00:00
L53695,x_1,301.0,310.0,1480.0,43.5,21,0,No Failure,2002-08-29 11:00:00
H35930,X1,301.1,310.0,1470.0,40.1,23,0,No Failure,2002-08-29 12:00:00
L53697,x_1,301.1,310.1,1540.0,36.6,28,0,No Failure,2002-08-29 13:00:00
H35932,X1,301.0,310.0,1212.0,67.9,30,0,No Failure,2002-08-29 14:00:00
L53699,x_1,301.1,310.1,1417.0,46.9,35,0,No Failure,2002-08-29 15:00:00
M21380,x1,301.2,310.1,1666.0,34.9,37,0,No Failure,2002-08-29 16:00:00
L53701,x_1,301.1,310.1,1666.0,27.2,40,0,No Failure,2002-08-29 17:00:00
L53702,x_1,301.1,310.1,1489.0,45.8,42,0,No Failure,2002-08-29 18:00:00
M21383,x1,301.1,310.2,1850.0,27.7,44,0,No Failure,2002-08-29 19:00:00
L53704,x_1,301.1,310.4,1874.0,104.6,47,0,No Failure,2002-08-29 20:00:00
L53705,x_1,301.1,310.4,1312.0,73.6,49,1,Power Failure,2002-08-29 21:00:00
L53706,x_1,301.2,310.4,1515.0,38.4,51,0,No Failure,2002-08-29 22:00:00
L53707,x_1,301.2,310.4,1516.0,44.4,53,0,No Failure,2002-08-29 23:00:00
L53708,x_1,301.2,310.5,1546.0,40.0,55,0,No Failure,2002-08-30 00:00:00
L53709,x_1,301.3,310.6,1481.0,40.9,57,0,No Failure,2002-08-30 01:00:00
H35944,X1,301.3,310.6,1605.0,32.5,59,0,No Failure,2002-08-30 02:00:00
H35945,X1,301.2,310.7,1656.0,26.2,64,0,No Failure,2002-08-30 03:00:00
H35946,X1,301.2,310.6,1352.0,52.0,69,0,No Failure,2002-08-30 04:00:00
L53713,x_1,301.3,310.7,1504.0,47.2,74,0,No Failure,2002-08-30 05:00:00
L53714,x_1,301.3,310.6,1436.0,44.2,76,0,No Failure,2002-08-30 06:00:00
H35949,X1,301.2,310.5,1505.0,43.6,78,0,No Failure,2002-08-30 07:00:00
L53716,x_1,301.3,310.5,1406.0,47.1,83,0,No Failure,2002-08-30 08:00:00
M21397,x1,301.3,310.5,1481.0,39.7,85,0,No Failure,2002-08-30 09:00:00
L53718,x_1,301.4,310.7,1487.0,44.6,88,0,No Failure,2002-08-30 10:00:00
L53719,x_1,301.4,310.7,1436.0,54.1,90,0,No Failure,2002-08-30 11:00:00
M21400,x1,301.4,310.7,1368.0,63.7,92,1,Power Failure,2002-08-30 12:00:00
L53721,x_1,301.4,310.7,1509.0,38.3,95,0,No Failure,2002-08-30 13:00:00
L53722,x_1,301.4,310.8,1543.0,36.9,97,0,No Failure,2002-08-30 14:00:00
L53723,x_1,301.4,310.8,1698.0,29.6,99,0,No Failure,2002-08-30 15:00:00
M21404,x1,301.4,310.7,1470.0,46.5,101,0,No Failure,2002-08-30 16:00:00
M21405,x1,285.4,310.8,1738.0,30.3,104,0,No Failure,2002-08-30 17:00:00
M21406,x1,301.4,310.8,1530.0,39.9,107,0,No Failure,2002-08-30 18:00:00
L53727,x_1,285.4,310.8,1740.0,29.2,110,0,No Failure,2002-08-30 19:00:00
L53728,x_1,301.4,310.8,1770.0,24.1,112,0,No Failure,2002-08-30 20:00:00
H35963,X1,301.3,310.6,1527.0,44.0,114,0,No Failure,2002-08-30 21:00:00
L53730,x_1,301.3,310.7,1516.0,46.0,119,0,No Failure,2002-08-30 22:00:00
L53731,x_1,301.4,310.7,1616.0,36.5,121,0,No Failure,2002-08-30 23:00:00
L53732,x_1,301.4,310.7,1786.0,26.1,123,0,No Failure,2002-08-31 00:00:00
L53733,x_1,301.4,310.8,1389.0,52.7,125,0,No Failure,2002-08-31 01:00:00
M21414,x1,301.4,310.7,1639.0,29.8,127,0,No Failure,2002-08-31 02:00:00
H35969,X1,301.5,310.7,1394.0,46.7,130,0,No Failure,2002-08-31 03:00:00
L53736,x_1,301.5,310.7,1686.0,27.9,135,0,No Failure,2002-08-31 04:00:00
M21417,x1,301.5,310.6,1638.0,111.7,137,0,No Failure,2002-08-31 05:00:00
M21418,x1,301.5,310.6,1447.0,41.9,140,0,No Failure,2002-08-31 06:00:00
H35973,X1,285.5,310.6,1512.0,39.0,143,0,No Failure,2002-08-31 07:00:00
L53740,x_1,301.6,310.8,1961.0,21.8,148,0,No Failure,2002-08-31 08:00:00
L53741,x_1,301.5,310.7,1596.0,35.4,150,0,No Failure,2002-08-31 09:00:00
M21422,x1,301.5,310.7,1871.0,21.3,152,0,No Failure,2002-08-31 10:00:00
L53743,x_1,301.5,310.7,1942.0,20.5,155,0,No Failure,2002-08-31 11:00:00
L53744,x_1,301.4,310.6,1557.0,38.2,157,0,No Failure,2002-08-31 12:00:00
L53745,x_1,285.4,310.6,1550.0,116.6,159,0,No Failure,2002-08-31 13:00:00
L53746,x_1,301.3,310.6,1966.0,22.6,161,0,No Failure,2002-08-31 14:00:00
M21427,x1,301.3,310.6,1499.0,36.1,163,0,No Failure,2002-08-31 15:00:00
L53748,x_1,301.3,310.6,1521.0,36.3,166,0,No Failure,2002-08-31 16:00:00
M21429,x1,301.4,310.7,1375.0,42.0,168,0,No Failure,2002-08-31 17:00:00
L53750,x_1,301.4,310.6,1634.0,31.1,171,0,No Failure,2002-08-31 18:00:00
M21431,x1,301.3,310.6,1378.0,49.4,173,0,No Failure,2002-08-31 19:00:00
L53752,x_1,301.4,310.7,1428.0,53.7,176,0,No Failure,2002-08-31 20:00:00
M21433,x1,301.4,310.6,1855.0,25.3,178,0,No Failure,2002-08-31 21:00:00
L53754,x_1,301.4,310.6,1578.0,33.0,181,0,No Failure,2002-08-31 22:00:00
M21435,x1,301.4,310.5,1451.0,45.3,183,0,No Failure,2002-08-31 23:00:00
L53756,x_1,301.5,310.5,1644.0,34.9,186,0,No Failure,2002-09-01 00:00:00
L53757,x_1,301.4,310.4,1388.0,45.3,188,0,No Failure,2002-09-01 01:00:00
L53758,x_1,301.4,310.4,1543.0,40.9,190,0,No Failure,2002-09-01 02:00:00
L53759,x_1,301.3,310.4,1501.0,41.6,192,0,No Failure,2002-09-01 03:00:00
L53760,x_1,301.3,310.4,1507.0,39.1,194,0,No Failure,2002-09-01 04:00:00
L53761,x_1,301.4,310.4,1559.0,36.0,196,0,No Failure,2002-09-01 05:00:00
L53762,x_1,301.5,310.5,1528.0,35.7,198,0,No Failure,2002-09-01 06:00:00
M21443,x1,301.5,310.5,1503.0,38.2,200,0,No Failure,2002-09-01 07:00:00
L53764,x_1,301.5,310.5,1372.0,44.0,203,0,No Failure,2002-09-01 08:00:00
M21445,x1,301.5,310.5,1600.0,32.8,205,0,No Failure,2002-09-01 09:00:00
L53766,x_1,301.5,310.6,1453.0,44.0,208,0,No Failure,2002-09-01 10:00:00
M21447,x1,301.6,310.7,1813.0,24.6,210,0,No Failure,2002-09-01 11:00:00
L53768,x_1,301.6,310.7,1457.0,40.4,213,0,No Failure,2002-09-01 12:00:00
M21449,x1,301.6,310.6,1553.0,38.9,0,0,No Failure,2002-09-01 13:00:00
L53770,x_1,301.7,310.7,1763.0,25.9,3,0,No Failure,2002-09-01 14:00:00
L53771,x_1,301.7,310.7,2023.0,20.9,5,0,No Failure,2002-09-01 15:00:00
M21452,x1,301.6,310.7,1457.0,127.6,7,0,No Failure,2002-09-01 16:00:00
L53773,x_1,301.6,310.7,1679.0,29.5,10,0,No Failure,2002-09-01 17:00:00
L53774,x_1,301.6,310.6,2103.0,19.7,12,0,No Failure,2002-09-01 18:00:00
M21455,x1,301.5,310.7,1460.0,38.6,14,0,No Failure,2002-09-01 19:00:00
M21456,x1,301.5,310.7,1454.0,39.4,17,0,No Failure,2002-09-01 20:00:00
L53777,x_1,301.5,310.6,1481.0,46.8,20,0,No Failure,2002-09-01 21:00:00
L53778,x_1,301.5,310.7,1424.0,130.9,22,0,No Failure,2002-09-01 22:00:00
L53779,x_1,301.6,310.7,1494.0,39.5,24,0,No Failure,2002-09-01 23:00:00
M21460,x1,301.5,310.6,1424.0,47.0,26,0,No Failure,2002-09-02 00:00:00
M21461,x1,301.5,310.7,1347.0,47.9,29,0,No Failure,2002-09-02 01:00:00
L53782,x_1,301.5,310.6,1374.0,46.7,32,0,No Failure,2002-09-02 02:00:00
M21463,x1,301.5,310.6,1403.0,47.4,34,0,No Failure,2002-09-02 03:00:00
M21464,x1,301.5,310.6,1573.0,197.0,37,0,No Failure,2002-09-02 04:00:00
M21465,x1,301.6,310.6,1691.0,30.1,40,0,No Failure,2002-09-02 05:00:00
H36020,X1,301.5,310.5,1538.0,44.3,43,0,No Failure,2002-09-02 06:00:00
L53787,x_1,301.5,310.5,1556.0,39.1,48,0,No Failure,2002-09-02 07:00:00
M21468,x1,301.5,310.4,1593.0,36.8,50,0,No Failure,2002-09-02 08:00:00
L53789,x_1,301.5,310.4,1474.0,39.9,53,0,No Failure,2002-09-02 09:00:00
L53790,x_1,301.5,310.4,1543.0,34.0,55,0,No Failure,2002-09-02 10:00:00
H36025,X1,301.5,310.5,1587.0,33.8,57,0,No Failure,2002-09-02 11:00:00
L53792,x_1,301.6,310.6,1222.0,70.0,62,0,No Failure,2002-09-02 12:00:00
L53793,x_1,301.7,310.6,1513.0,41.1,64,0,No Failure,2002-09-02 13:00:00
L53794,x_1,301.7,310.6,1660.0,28.7,66,0,No Failure,2002-09-02 14:00:00
L53795,x_1,301.7,310.6,1545.0,42.1,68,0,No Failure,2002-09-02 15:00:00
M21476,x1,301.7,310.6,,45.8,70,0,No Failure,2002-09-02 16:00:00
L53797,x_1,301.6,310.6,1321.0,60.8,73,0,No Failure,2002-09-02 17:00:00
M21478,x1,301.6,310.6,1309.0,65.8,75,1,Power Failure,2002-09-02 18:00:00
M21479,x1,301.7,310.7,1627.0,31.3,78,0,No Failure,2002-09-02 19:00:00
M21480,x1,301.6,310.7,1791.0,23.8,81,0,No Failure,2002-09-02 20:00:00
M21481,x1,301.7,310.7,1861.0,21.8,84,0,No Failure,2002-09-02 21:00:00
L53802,x_1,301.7,310.7,1493.0,51.1,87,0,No Failure,2002-09-02 22:00:00
M21483,x1,301.7,310.7,1442.0,41.1,89,0,No Failure,2002-09-02 23:00:00
L53804,x_1,301.7,310.7,1532.0,39.8,92,0,No Failure,2002-09-03 00:00:00
M21485,x1,301.6,310.7,1421.0,44.4,94,0,No Failure,2002-09-03 01:00:00
L53806,x_1,301.6,310.6,1613.0,42.5,97,0,No Failure,2002-09-03 02:00:00
M21487,x1,301.7,310.6,1876.0,22.1,99,0,No Failure,2002-09-03 03:00:00
L53808,x_1,301.6,310.5,1593.0,34.5,102,0,No Failure,2002-09-03 04:00:00
L53809,x_1,301.6,310.5,1397.0,49.4,104,0,No Failure,2002-09-03 05:00:00
M21490,x1,301.6,310.5,1414.0,49.3,106,0,No Failure,2002-09-03 06:00:00
M21491,x1,301.5,310.4,1378.0,55.3,109,0,No Failure,2002-09-03 07:00:00
L53812,x_1,301.4,310.4,1301.0,51.2,112,0,No Failure,2002-09-03 08:00:00
M21493,x1,301.5,310.5,1737.0,29.3,114,0,No Failure,2002-09-03 09:00:00
L53814,x_1,301.5,310.5,1396.0,44.5,117,0,No Failure,2002-09-03 10:00:00
L53815,x_1,301.5,310.5,1534.0,39.3,119,0,No Failure,2002-09-03 11:00:00
M21496,x1,285.5,310.5,1774.0,25.5,121,0,No Failure,2002-09-03 12:00:00
H36051,X1,301.5,310.5,1453.0,48.0,124,0,No Failure,2002-09-03 13:00:00
L53818,x_1,301.5,310.5,1453.0,44.2,129,0,No Failure,2002-09-03 14:00:00
L53819,x_1,301.4,310.5,1380.0,48.4,131,0,Error,2002-09-03 15:00:00
L53820,x_1,301.4,310.4,1334.0,43.2,133,0,No Failure,2002-09-03 16:00:00
L53821,x_1,301.5,310.5,1702.0,28.7,135,0,No Failure,2002-09-03 17:00:00
L53822,x_1,301.6,310.6,1431.0,37.5,137,0,No Failure,2002-09-03 18:00:00
M21503,x1,301.5,310.5,1308.0,60.5,139,0,No Failure,2002-09-03 19:00:00
L53824,x_1,301.5,310.6,1565.0,43.9,142,0,No Failure,2002-09-03 20:00:00
M21505,x1,301.5,310.4,1486.0,39.6,144,0,No Failure,2002-09-03 21:00:00
L53826,x_1,301.5,310.5,1479.0,34.2,147,0,No Failure,2002-09-03 22:00:00
L53827,x_1,285.5,310.5,1927.0,22.4,149,0,No Failure,2002-09-03 23:00:00
L53828,x_1,301.5,310.4,1488.0,41.1,151,0,No Failure,2002-09-04 00:00:00
M21509,x1,301.5,310.4,1350.0,54.9,153,0,No Failure,2002-09-04 01:00:00
L53830,x_1,301.6,310.4,1561.0,35.3,156,0,No Failure,2002-09-04 02:00:00
M21511,x1,301.5,310.4,1276.0,55.6,158,0,No Failure,2002-09-04 03:00:00
H36066,X1,285.5,310.4,1580.0,35.7,161,0,No Failure,2002-09-04 04:00:00
M21513,x1,301.4,310.3,1610.0,29.1,166,0,No Failure,2002-09-04 05:00:00
L53834,x_1,301.4,310.3,2203.0,16.6,169,0,No Failure,2002-09-04 06:00:00
L53835,x_1,301.4,310.3,1639.0,32.7,171,0,No Failure,2002-09-04 07:00:00
M21516,x1,301.4,310.4,1553.0,44.7,173,0,No Failure,2002-09-04 08:00:00
L53837,x_1,301.4,310.3,1374.0,47.6,176,0,No Failure,2002-09-04 09:00:00
L53838,x_1,301.4,310.4,1430.0,50.9,178,0,No Failure,2002-09-04 10:00:00
L53839,x_1,301.3,310.3,1626.0,111.1,180,0,No Failure,2002-09-04 11:00:00
H36074,X1,301.4,310.5,1421.0,43.8,182,0,No Failure,2002-09-04 12:00:00
M21521,x1,301.3,310.4,1501.0,39.8,187,0,No Failure,2002-09-04 13:00:00
M21522,x1,301.3,310.4,2093.0,18.7,190,0,No Failure,2002-09-04 14:00:00
L53843,x_1,301.3,310.4,1504.0,47.2,193,0,No Failure,2002-09-04 15:00:00
L53844,x_1,301.3,310.4,1538.0,38.4,195,0,No Failure,2002-09-04 16:00:00
L53845,x_1,301.3,310.4,1440.0,41.5,197,0,Error,2002-09-04 17:00:00
L53846,x_1,301.3,310.4,1414.0,51.4,199,0,No Failure,2002-09-04 18:00:00
H36081,X1,301.4,310.5,1536.0,119.7,201,0,No Failure,2002-09-04 19:00:00
L53848,x_1,301.4,310.5,1476.0,39.2,206,0,No Failure,2002-09-04 20:00:00
L53849,x_1,301.4,310.5,1571.0,33.9,208,0,No Failure,2002-09-04 21:00:00
L53850,x_1,301.5,310.6,1998.0,20.2,210,0,No Failure,2002-09-04 22:00:00
L53851,x_1,301.5,310.6,1357.0,42.1,212,0,No Failure,2002-09-04 23:00:00
L53852,x_1,301.6,310.7,1424.0,50.5,214,0,No Failure,2002-09-05 00:00:00
L53853,x_1,301.6,310.7,1380.0,51.8,216,1,Overstrain Failure,2002-09-05 01:00:00
L53854,x_1,301.5,310.7,1618.0,35.5,218,0,No Failure,2002-09-05 02:00:00
L53855,x_1,301.5,310.6,1579.0,28.0,220,0,No Failure,2002-09-05 03:00:00
L53856,x_1,301.5,310.7,1423.0,44.0,222,0,No Failure,2002-09-05 04:00:00
L53857,x_1,301.5,310.7,1435.0,38.5,224,0,No Failure,2002-09-05 05:00:00
M21538,x1,301.5,310.7,1336.0,65.6,0,1,Power Failure,2002-09-05 06:00:00
L53859,x_1,301.6,310.8,1392.0,42.4,3,0,No Failure,2002-09-05 07:00:00
L53860,x_1,301.5,310.8,1417.0,49.7,5,0,No Failure,2002-09-05 08:00:00
L53861,x_1,301.4,310.7,1425.0,45.1,7,0,No Failure,2002-09-05 09:00:00
L53862,x_1,301.5,310.8,1512.0,38.9,9,0,No Failure,2002-09-05 10:00:00
L53863,x_1,301.5,310.9,1318.0,50.6,11,0,No Failure,2002-09-05 11:00:00
L53864,x_1,285.6,310.9,1538.0,40.4,13,0,No Failure,2002-09-05 12:00:00
L53865,x_1,301.6,310.9,1532.0,43.6,15,0,No Failure,2002-09-05 13:00:00
L53866,x_1,285.7,311.0,1715.0,24.8,17,0,No Failure,2002-09-05 14:00:00
L53867,x_1,301.7,311.0,1700.0,28.7,19,0,No Failure,2002-09-05 15:00:00
L53868,x_1,301.7,311.0,1548.0,40.3,21,0,No Failure,2002-09-05 16:00:00
L53869,x_1,301.7,311.0,1546.0,43.0,23,0,No Failure,2002-09-05 17:00:00
L53870,x_1,301.7,311.0,1343.0,49.2,25,0,No Failure,2002-09-05 18:00:00
M21551,x1,301.7,311.0,1510.0,47.8,27,0,No Failure,2002-09-05 19:00:00
M21552,x1,301.8,311.0,1839.0,23.6,30,0,No Failure,2002-09-05 20:00:00
M21553,x1,301.8,311.0,1756.0,26.7,33,0,No Failure,2002-09-05 21:00:00
M21554,x1,301.7,310.9,1300.0,62.7,36,0,No Failure,2002-09-05 22:00:00
M21555,x1,301.7,311.0,1311.0,55.8,39,0,No Failure,2002-09-05 23:00:00
L53876,x_1,301.7,310.9,1636.0,31.3,42,0,No Failure,2002-09-06 00:00:00
L53877,x_1,301.6,310.9,1643.0,34.1,44,0,No Failure,2002-09-06 01:00:00
L53878,x_1,301.6,310.8,1418.0,44.7,46,0,No Failure,2002-09-06 02:00:00
M21559,x1,301.7,310.8,1516.0,40.4,48,0,No Failure,2002-09-06 03:00:00
H36114,X1,285.6,310.9,1419.0,50.2,51,0,No Failure,2002-09-06 04:00:00
L53881,x_1,301.6,310.9,1623.0,34.1,56,0,No Failure,2002-09-06 05:00:00
M21562,x1,301.6,310.8,1664.0,32.0,58,0,No Failure,2002-09-06 06:00:00
M21563,x1,301.5,310.7,1744.0,28.2,61,0,No Failure,2002-09-06 07:00:00
M21564,x1,301.5,310.7,1510.0,36.0,64,0,No Failure,2002-09-06 08:00:00
M21565,x1,301.5,310.6,1382.0,58.1,67,0,No Failure,2002-09-06 09:00:00
L53886,x_1,301.4,310.6,1381.0,46.1,70,0,No Failure,2002-09-06 10:00:00
L53887,x_1,301.3,310.6,1556.0,39.0,72,0,No Failure,2002-09-06 11:00:00
M21568,x1,301.4,310.6,1464.0,37.4,74,0,No Failure,2002-09-06 12:00:00
L53889,x_1,301.4,310.6,1481.0,37.6,77,0,No Failure,2002-09-06 13:00:00
L53890,x_1,301.5,310.7,1323.0,49.7,79,0,Error,2002-09-06 14:00:00
L53891,x_1,301.5,310.7,1426.0,46.1,81,0,No Failure,2002-09-06 15:00:00
H36126,X1,301.4,310.7,1516.0,36.4,83,0,No Failure,2002-09-06 16:00:00
L53893,x_1,301.3,310.6,1416.0,45.2,88,0,No Failure,2002-09-06 17:00:00
L53894,x_1,285.3,310.6,1440.0,53.8,90,0,No Failure,2002-09-06 18:00:00
L53895,x_1,301.3,310.6,1576.0,30.4,92,0,No Failure,2002-09-06 19:00:00
L53896,x_1,301.3,310.6,1387.0,53.6,94,0,No Failure,2002-09-06 20:00:00
M21577,x1,301.4,310.6,1464.0,48.6,96,0,No Failure,2002-09-06 21:00:00
L53898,x_1,301.4,310.6,2137.0,18.0,99,0,No Failure,2002-09-06 22:00:00
M21579,x1,301.4,310.6,1431.0,40.6,101,0,No Failure,2002-09-06 23:00:00
L53900,x_1,301.3,310.6,1458.0,48.0,104,0,No Failure,2002-09-07 00:00:00
L53901,x_1,301.4,310.7,1280.0,61.0,106,0,No Failure,2002-09-07 01:00:00
L53902,x_1,301.4,310.7,1657.0,28.7,108,0,No Failure,2002-09-07 02:00:00
M21583,x1,301.4,310.6,1565.0,36.1,110,0,No Failure,2002-09-07 03:00:00
L53904,x_1,301.3,310.6,1560.0,36.8,113,0,No Failure,2002-09-07 04:00:00
M21585,x1,301.5,310.7,1359.0,47.1,115,0,No Failure,2002-09-07 05:00:00
L53906,x_1,285.5,310.8,1500.0,41.0,118,0,No Failure,2002-09-07 06:00:00
L53907,x_1,301.5,310.8,1785.0,25.5,120,0,No Failure,2002-09-07 07:00:00
L53908,x_1,301.5,310.9,1891.0,23.2,122,0,No Failure,2002-09-07 08:00:00
H36143,X1,301.5,310.9,1524.0,40.4,124,0,No Failure,2002-09-07 09:00:00
M21590,x1,301.6,311.0,1431.0,42.3,129,0,No Failure,2002-09-07 10:00:00
L53911,x_1,301.6,310.9,1385.0,51.2,132,0,No Failure,2002-09-07 11:00:00
L53912,x_1,301.7,311.0,1503.0,44.8,134,0,No Failure,2002-09-07 12:00:00
M21593,x1,301.7,311.0,1311.0,46.8,136,0,No Failure,2002-09-07 13:00:00
M21594,x1,285.6,310.9,1575.0,40.1,139,0,No Failure,2002-09-07 14:00:00
L53915,x_1,301.6,311.0,1485.0,40.1,142,0,No Failure,2002-09-07 15:00:00
L53916,x_1,301.7,311.0,1527.0,42.2,144,0,No Failure,2002-09-07 16:00:00
M21597,x1,301.7,311.0,1537.0,33.5,146,0,Error,2002-09-07 17:00:00
H36152,X1,301.8,311.1,1463.0,50.1,149,0,No Failure,2002-09-07 18:00:00
L53919,x_1,301.7,311.2,1482.0,123.4,154,0,No Failure,2002-09-07 19:00:00
L53920,x_1,301.8,311.2,1417.0,55.9,156,0,No Failure,2002-09-07 20:00:00
M21601,x1,301.7,311.1,1506.0,39.5,158,0,No Failure,2002-09-07 21:00:00
H36156,X1,301.7,311.2,1639.0,30.0,161,0,No Failure,2002-09-07 22:00:00
L53923,x_1,301.7,311.2,1418.0,38.0,166,0,No Failure,2002-09-07 23:00:00
M21604,x1,301.7,311.0,1298.0,58.1,168,0,No Failure,2002-09-08 00:00:00
M21605,x1,301.8,311.1,1395.0,44.6,171,0,No Failure,2002-09-08 01:00:00
M21606,x1,301.7,311.1,1578.0,40.5,174,0,No Failure,2002-09-08 02:00:00
M21607,x1,301.8,311.1,1597.0,29.8,177,0,No Failure,2002-09-08 03:00:00
H36162,X1,301.7,311.0,2016.0,19.3,180,0,No Failure,2002-09-08 04:00:00
L53929,x_1,301.7,311.0,1585.0,35.9,185,0,No Failure,2002-09-08 05:00:00
M21610,x1,301.7,311.0,1505.0,44.0,187,0,No Failure,2002-09-08 06:00:00
M21611,x1,285.7,311.0,1505.0,37.1,190,0,No Failure,2002-09-08 07:00:00
L53932,x_1,301.6,310.9,1706.0,29.5,193,0,No Failure,2002-09-08 08:00:00
L53933,x_1,301.6,310.9,1385.0,50.7,195,0,No Failure,2002-09-08 09:00:00
L53934,x_1,301.8,311.1,1495.0,36.9,197,0,No Failure,2002-09-08 10:00:00
M21615,X2,301.8,311.1,1663.0,31.6,199,0,No Failure,2012-09-08 11:00:00
L53936,x_1,301.8,311.2,1840.0,26.6,202,0,No Failure,2002-09-08 12:00:00
